,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,right,30.0,-0.9649125033187245,0.0,0.0,Low,0.0
1,High,left,30.0,1.690989414549119,0.0,1.0,Low,0.0
2,High,left,30.0,2.752807603650146,0.0,2.0,Low,0.0
3,High,right,30.0,1.6711503862627617,0.0,3.0,Low,0.0
4,High,left,30.0,1.8234135442499535,0.0,4.0,Low,0.0
5,High,left,30.0,-3.1776398664832284,1.0,5.0,Low,0.0
6,High,left,30.0,-2.5373213586760057,0.0,6.0,Low,0.0
7,High,right,30.0,0.8659579231783696,0.0,7.0,Low,0.0
8,High,left,30.0,-1.8894107062282306,0.0,8.0,Low,0.0
9,High,left,30.0,-0.9046654071263549,1.0,9.0,Low,0.0
10,High,left,30.0,1.4275274842558054,1.0,10.0,Low,0.0
11,High,right,30.0,2.137980371927015,0.0,11.0,Low,0.0
12,High,right,30.0,-1.841633804831811,0.0,12.0,Low,0.0
13,High,right,30.0,2.9320393208721627,0.0,13.0,Low,0.0
14,High,right,30.0,1.9845476681452618,0.0,14.0,Low,0.0
15,High,left,30.0,0.897002852020919,0.0,15.0,Low,0.0
16,High,left,30.0,-0.7264513394241754,0.0,16.0,Low,0.0
17,High,left,30.0,1.790754296741523,0.0,17.0,Low,0.0
18,High,right,30.0,4.224527983395651,1.0,18.0,Low,0.0
19,High,right,30.0,2.6492559295142053,0.0,19.0,Low,0.0
20,High,right,30.0,4.3431707180194685,0.0,20.0,Low,0.0
21,High,left,30.0,-1.2802992970263074,0.0,21.0,Low,0.0
22,High,left,30.0,2.344365541143805,1.0,22.0,Low,0.0
23,High,left,30.0,2.4555143770633663,1.0,23.0,Low,0.0
24,High,left,30.0,1.7004737963519783,1.0,24.0,Low,0.0
25,High,left,30.0,0.28183695468509584,1.0,25.0,Low,0.0
26,High,left,30.0,6.942720416205752,1.0,26.0,Low,0.0
27,High,right,30.0,1.5722313905287797,1.0,27.0,Low,0.0
28,High,left,30.0,2.276425893271939,0.0,28.0,Low,0.0
29,High,left,30.0,-1.3675913952474064,1.0,29.0,Low,0.0
30,High,right,30.0,3.6245630215508022,1.0,30.0,Low,0.0
31,High,right,30.0,6.742178307835993,1.0,31.0,Low,0.0
32,High,left,30.0,1.0513206446168675,1.0,32.0,Low,0.0
33,High,left,30.0,4.084918351251092,0.0,33.0,Low,0.0
34,High,right,30.0,4.692884503866436,0.0,34.0,Low,0.0
35,High,right,30.0,3.6147361452042786,1.0,35.0,Low,0.0
36,High,left,30.0,1.2437565011241352,1.0,36.0,Low,0.0
37,High,right,30.0,1.331428950883683,1.0,37.0,Low,0.0
38,High,right,30.0,3.6102337952577743,0.0,38.0,Low,0.0
39,High,right,30.0,3.4388153726959914,1.0,39.0,Low,0.0
40,High,left,30.0,6.821397944274687,0.0,40.0,Low,0.0
41,High,right,30.0,-1.5943532391344932,1.0,41.0,Low,0.0
42,High,left,30.0,2.429844345726851,1.0,42.0,Low,0.0
43,High,right,30.0,1.2809260985461457,1.0,43.0,Low,0.0
44,High,left,30.0,3.421194367472369,0.0,44.0,Low,0.0
45,High,left,30.0,4.056444667734368,0.0,45.0,Low,0.0
46,High,right,30.0,2.9515166579053673,0.0,46.0,Low,0.0
47,High,left,30.0,1.7129127763636398,1.0,47.0,Low,0.0
48,High,left,30.0,1.6601741009776019,1.0,48.0,Low,0.0
49,High,right,30.0,0.2719264452346706,0.0,49.0,Low,0.0
50,Low,right,30.0,4.703122068259284,0.0,0.0,High,1.0
51,Low,left,30.0,1.7961926036054092,0.0,1.0,High,1.0
52,Low,right,30.0,4.477140815846976,0.0,2.0,High,1.0
53,Low,right,30.0,1.3044526598734698,0.0,3.0,High,1.0
54,Low,left,30.0,2.1698203794977506,1.0,4.0,High,1.0
55,Low,right,30.0,0.747864060916861,0.0,5.0,High,1.0
56,Low,right,30.0,1.819559473038772,1.0,6.0,High,1.0
57,Low,right,30.0,0.03533719835367499,0.0,7.0,High,1.0
58,Low,left,30.0,-3.6972110348687357,0.0,8.0,High,1.0
59,Low,right,30.0,4.8849505688070956,1.0,9.0,High,1.0
60,Low,right,30.0,2.3490463206172083,1.0,10.0,High,1.0
61,Low,right,30.0,4.338790523472501,1.0,11.0,High,1.0
62,Low,right,30.0,2.7792697984157178,0.0,12.0,High,1.0
63,Low,right,30.0,-1.7384361997477926,0.0,13.0,High,1.0
64,Low,left,30.0,2.262223548544559,1.0,14.0,High,1.0
65,Low,right,30.0,-0.6214141657816128,0.0,15.0,High,1.0
66,Low,right,30.0,0.8558287377961808,1.0,16.0,High,1.0
67,Low,left,30.0,2.8717898879407997,1.0,17.0,High,1.0
68,Low,left,30.0,-0.016291410809683216,1.0,18.0,High,1.0
69,Low,right,30.0,-0.22079588519214655,0.0,19.0,High,1.0
70,Low,right,30.0,2.2301347374435694,1.0,20.0,High,1.0
71,Low,right,30.0,0.46024008621721313,0.0,21.0,High,1.0
72,Low,left,30.0,-1.4948478730853991,0.0,22.0,High,1.0
73,Low,right,30.0,3.306249477854694,1.0,23.0,High,1.0
74,Low,left,30.0,-1.253585515579998,1.0,24.0,High,1.0
75,Low,left,30.0,1.3714693459772747,0.0,25.0,High,1.0
76,Low,right,30.0,2.0483343924690054,1.0,26.0,High,1.0
77,Low,right,30.0,1.5766050670686782,1.0,27.0,High,1.0
78,Low,left,30.0,1.049080743965915,1.0,28.0,High,1.0
79,Low,right,30.0,2.1302209958821177,1.0,29.0,High,1.0
80,Low,right,30.0,1.3213323875655458,0.0,30.0,High,1.0
81,Low,right,30.0,0.06364757108274421,0.0,31.0,High,1.0
82,Low,right,30.0,4.38716912837457,1.0,32.0,High,1.0
83,Low,left,30.0,5.16543552635422,1.0,33.0,High,1.0
84,Low,left,30.0,1.874202925291699,1.0,34.0,High,1.0
85,Low,right,30.0,5.246960425264874,1.0,35.0,High,1.0
86,Low,left,30.0,-0.9072305197120096,1.0,36.0,High,1.0
87,Low,left,30.0,0.5713450910392333,1.0,37.0,High,1.0
88,Low,left,30.0,4.842202767073527,0.0,38.0,High,1.0
89,Low,left,30.0,3.247488461308765,0.0,39.0,High,1.0
90,Low,left,30.0,2.711437051930743,1.0,40.0,High,1.0
91,Low,right,30.0,3.978081160090634,1.0,41.0,High,1.0
92,Low,right,30.0,0.5885994333425457,0.0,42.0,High,1.0
93,Low,left,30.0,4.273627850694044,1.0,43.0,High,1.0
94,Low,right,30.0,1.6908746181978367,1.0,44.0,High,1.0
95,Low,left,30.0,4.019551864669703,1.0,45.0,High,1.0
96,Low,right,30.0,2.881407435831868,1.0,46.0,High,1.0
97,Low,left,30.0,5.8852779580902865,1.0,47.0,High,1.0
98,Low,left,30.0,1.58845797200566,1.0,48.0,High,1.0
99,Low,left,30.0,2.189104120806106,0.0,49.0,High,1.0
100,High,right,30.0,-0.6395313631002164,0.0,0.0,High,2.0
101,High,right,30.0,3.5475961957556787,0.0,1.0,High,2.0
102,High,right,30.0,0.20681419887940589,0.0,2.0,High,2.0
103,High,right,30.0,2.7854331296599026,1.0,3.0,High,2.0
104,High,right,30.0,5.011925105037083,0.0,4.0,High,2.0
105,High,right,30.0,0.32341210351813743,0.0,5.0,High,2.0
106,High,left,30.0,4.896133774488169,1.0,6.0,High,2.0
107,High,right,30.0,-1.465077385884733,1.0,7.0,High,2.0
108,High,right,30.0,0.38292135908787994,0.0,8.0,High,2.0
109,High,left,30.0,1.4383380415574105,0.0,9.0,High,2.0
110,High,left,30.0,1.47903764263113,1.0,10.0,High,2.0
111,High,left,30.0,2.14652606591651,1.0,11.0,High,2.0
112,High,right,30.0,-0.3777789580777391,0.0,12.0,High,2.0
113,High,right,30.0,-1.576616638826779,1.0,13.0,High,2.0
114,High,right,30.0,1.9538149918097398,1.0,14.0,High,2.0
115,High,right,30.0,2.7419299849436767,0.0,15.0,High,2.0
116,High,left,30.0,0.562870798462602,0.0,16.0,High,2.0
117,High,right,30.0,3.807165144245486,0.0,17.0,High,2.0
118,High,right,30.0,3.5551512648626566,0.0,18.0,High,2.0
119,High,left,30.0,1.56135928055271,1.0,19.0,High,2.0
120,High,right,30.0,-0.2889170585334626,0.0,20.0,High,2.0
121,High,right,30.0,2.0776419349298973,0.0,21.0,High,2.0
122,High,left,30.0,3.268665792456673,1.0,22.0,High,2.0
123,High,left,30.0,-0.47495557597503213,1.0,23.0,High,2.0
124,High,right,30.0,0.9537895514785744,1.0,24.0,High,2.0
125,High,left,30.0,1.5147892404117476,0.0,25.0,High,2.0
