,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,left,30.0,4.368234454555881,0.0,0.0,Low,0.0
1,High,right,30.0,3.225526072024014,0.0,1.0,Low,0.0
2,High,right,30.0,4.828576960892178,1.0,2.0,Low,0.0
3,High,right,30.0,-1.110358852914113,1.0,3.0,Low,0.0
4,High,left,30.0,-1.1206845129697567,1.0,4.0,Low,0.0
5,High,right,30.0,0.16983469341608348,1.0,5.0,Low,0.0
6,High,right,30.0,5.40033930325332,0.0,6.0,Low,0.0
7,High,left,30.0,1.1285220063215127,0.0,7.0,Low,0.0
8,High,right,30.0,3.9494786471084953,0.0,8.0,Low,0.0
9,High,left,30.0,7.302726618119411,0.0,9.0,Low,0.0
10,High,right,30.0,0.5729285019229158,0.0,10.0,Low,0.0
11,High,right,30.0,1.365450339758585,0.0,11.0,Low,0.0
12,High,left,30.0,3.114909043310832,1.0,12.0,Low,0.0
13,High,right,30.0,2.338705788954082,0.0,13.0,Low,0.0
14,High,left,30.0,1.0442107599043242,0.0,14.0,Low,0.0
15,High,left,30.0,4.076659742532643,0.0,15.0,Low,0.0
16,High,right,30.0,3.8922779453398726,1.0,16.0,Low,0.0
17,High,right,30.0,2.8293310129069136,1.0,17.0,Low,0.0
18,High,right,30.0,3.231295654187085,1.0,18.0,Low,0.0
19,High,right,30.0,2.8685679574593888,1.0,19.0,Low,0.0
20,High,right,30.0,-0.646157403076455,0.0,20.0,Low,0.0
21,High,right,30.0,0.6219484561183853,0.0,21.0,Low,0.0
22,High,right,30.0,0.9207405893795879,1.0,22.0,Low,0.0
23,High,left,30.0,-2.2304141199822274,0.0,23.0,Low,0.0
24,High,right,30.0,3.6099656098792665,1.0,24.0,Low,0.0
25,High,right,30.0,4.722437709473363,1.0,25.0,Low,0.0
26,High,right,30.0,0.800977205572085,0.0,26.0,Low,0.0
27,High,right,30.0,3.106751574812679,1.0,27.0,Low,0.0
28,High,right,30.0,2.485980785986118,0.0,28.0,Low,0.0
29,High,left,30.0,3.1396694720522476,1.0,29.0,Low,0.0
30,High,left,30.0,5.508236393034926,0.0,30.0,Low,0.0
31,High,left,30.0,-1.3150008126421486,0.0,31.0,Low,0.0
32,High,right,30.0,5.408868046308106,1.0,32.0,Low,0.0
33,High,left,30.0,-0.2720642925287664,1.0,33.0,Low,0.0
34,High,right,30.0,2.479998644800362,1.0,34.0,Low,0.0
35,High,right,30.0,2.170504578382854,1.0,35.0,Low,0.0
36,High,left,30.0,2.864285885723832,1.0,36.0,Low,0.0
37,High,right,30.0,2.577060810192011,1.0,37.0,Low,0.0
38,High,left,30.0,2.355900982802239,1.0,38.0,Low,0.0
39,High,right,30.0,-2.1926412752097724,1.0,39.0,Low,0.0
40,High,right,30.0,0.5634123190923694,0.0,40.0,Low,0.0
41,High,right,30.0,0.04832951296968968,0.0,41.0,Low,0.0
