,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,right,30.0,2.4657302903259657,0.0,0.0,Low,0.0
1,High,right,30.0,7.139886971412418,0.0,1.0,Low,0.0
2,High,left,30.0,-0.704094105440086,0.0,2.0,Low,0.0
3,High,right,30.0,1.2605670634870763,0.0,3.0,Low,0.0
4,High,right,30.0,1.5050577040486597,0.0,4.0,Low,0.0
5,High,right,30.0,0.7783028557083524,1.0,5.0,Low,0.0
6,High,left,30.0,2.814862859358147,0.0,6.0,Low,0.0
7,High,left,30.0,1.6724532376063626,0.0,7.0,Low,0.0
8,High,left,30.0,-0.6521743222769043,1.0,8.0,Low,0.0
9,High,left,30.0,4.9000311141948165,1.0,9.0,Low,0.0
10,High,left,30.0,5.485328231558306,0.0,10.0,Low,0.0
11,High,left,30.0,4.826883845296738,1.0,11.0,Low,0.0
12,High,left,30.0,2.0570150551349915,1.0,12.0,Low,0.0
13,High,right,30.0,6.00416074299258,0.0,13.0,Low,0.0
14,High,right,30.0,1.2970738449631882,0.0,14.0,Low,0.0
15,High,right,30.0,2.2525083612514183,0.0,15.0,Low,0.0
16,High,left,30.0,0.19259394953846365,0.0,16.0,Low,0.0
17,High,right,30.0,2.1842307158413883,1.0,17.0,Low,0.0
18,High,left,30.0,1.2483378433283991,1.0,18.0,Low,0.0
19,High,left,30.0,-0.02818168865511317,1.0,19.0,Low,0.0
20,High,left,30.0,3.2764362863743157,1.0,20.0,Low,0.0
21,High,left,30.0,0.3271854252804185,1.0,21.0,Low,0.0
22,High,left,30.0,-2.346353213809141,1.0,22.0,Low,0.0
23,High,right,30.0,-1.9996314133860706,0.0,23.0,Low,0.0
24,High,left,30.0,-0.511637638672815,0.0,24.0,Low,0.0
25,High,right,30.0,-0.8700150656944132,0.0,25.0,Low,0.0
26,High,left,30.0,2.869948300320144,1.0,26.0,Low,0.0
27,High,right,30.0,0.8472543013519466,1.0,27.0,Low,0.0
28,High,right,30.0,4.24708705126653,1.0,28.0,Low,0.0
29,High,left,30.0,0.6958475054947899,1.0,29.0,Low,0.0
30,High,left,30.0,2.63209960630808,1.0,30.0,Low,0.0
31,High,left,30.0,2.473274065288958,0.0,31.0,Low,0.0
32,High,right,30.0,1.774492108034131,0.0,32.0,Low,0.0
33,High,right,30.0,6.988700221924638,1.0,33.0,Low,0.0
34,High,right,30.0,0.9032758979950791,0.0,34.0,Low,0.0
35,High,right,30.0,3.0446549662905222,1.0,35.0,Low,0.0
36,High,right,30.0,3.166858879110242,0.0,36.0,Low,0.0
37,High,right,30.0,0.29785478822512546,0.0,37.0,Low,0.0
38,High,left,30.0,-0.4959792385701758,1.0,38.0,Low,0.0
39,High,right,30.0,3.1805224348522887,1.0,39.0,Low,0.0
40,High,left,30.0,2.166210238224095,1.0,40.0,Low,0.0
41,High,right,30.0,3.8132134414782195,1.0,41.0,Low,0.0
42,High,right,30.0,-0.5114807300883113,0.0,42.0,Low,0.0
43,High,right,30.0,1.5759334622118377,0.0,43.0,Low,0.0
44,High,right,30.0,2.1171439484226453,1.0,44.0,Low,0.0
45,High,right,30.0,0.458221493086858,0.0,45.0,Low,0.0
46,High,left,30.0,2.4277682156121383,1.0,46.0,Low,0.0
47,High,right,30.0,-0.29662347671473155,0.0,47.0,Low,0.0
48,High,right,30.0,-0.13153958186905257,0.0,48.0,Low,0.0
49,High,right,30.0,3.2739903505402626,0.0,49.0,Low,0.0
50,Low,right,30.0,3.8075222047343997,1.0,0.0,Low,1.0
51,Low,right,30.0,2.745774330408131,1.0,1.0,Low,1.0
52,Low,left,30.0,2.6562460383393662,0.0,2.0,Low,1.0
53,Low,left,30.0,-0.4009733834692981,1.0,3.0,Low,1.0
54,Low,left,30.0,1.0988126806611005,0.0,4.0,Low,1.0
55,Low,right,30.0,3.4350521841517843,1.0,5.0,Low,1.0
56,Low,right,30.0,-0.8137266969912349,0.0,6.0,Low,1.0
57,Low,right,30.0,3.2905669848890784,1.0,7.0,Low,1.0
58,Low,right,30.0,3.139784375702419,0.0,8.0,Low,1.0
59,Low,left,30.0,3.6555632697127685,1.0,9.0,Low,1.0
60,Low,left,30.0,5.90933746829047,1.0,10.0,Low,1.0
61,Low,right,30.0,2.606557567962751,0.0,11.0,Low,1.0
62,Low,right,30.0,2.613539386832519,0.0,12.0,Low,1.0
63,Low,right,30.0,-1.8897687031925374,0.0,13.0,Low,1.0
64,Low,right,30.0,2.370501601020329,0.0,14.0,Low,1.0
65,Low,right,30.0,0.06267870687912769,1.0,15.0,Low,1.0
66,Low,right,30.0,0.41094578055479225,0.0,16.0,Low,1.0
67,Low,right,30.0,3.752877019007978,0.0,17.0,Low,1.0
68,Low,left,30.0,-1.3392004882341038,1.0,18.0,Low,1.0
69,Low,left,30.0,3.304112357546744,1.0,19.0,Low,1.0
