,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,right,30.0,2.689480214100875,0.0,0.0,Low,0.0
1,High,right,30.0,2.7411872988680903,0.0,1.0,Low,0.0
2,High,left,30.0,4.503076958270391,0.0,2.0,Low,0.0
3,High,left,30.0,0.9235128672647119,1.0,3.0,Low,0.0
4,High,left,30.0,4.52322099387704,1.0,4.0,Low,0.0
5,High,left,30.0,2.4588592398037084,1.0,5.0,Low,0.0
6,High,right,30.0,6.11521030566549,0.0,6.0,Low,0.0
7,High,right,30.0,0.16521352497133268,0.0,7.0,Low,0.0
8,High,left,30.0,3.95483758417671,1.0,8.0,Low,0.0
9,High,right,30.0,2.348198075024643,0.0,9.0,Low,0.0
10,High,right,30.0,3.4646042723792405,0.0,10.0,Low,0.0
11,High,right,30.0,3.94704980896027,0.0,11.0,Low,0.0
12,High,right,30.0,-0.4660690658108988,1.0,12.0,Low,0.0
13,High,left,30.0,1.2521763807442663,1.0,13.0,Low,0.0
14,High,left,30.0,3.844150955891885,1.0,14.0,Low,0.0
15,High,left,30.0,1.5794213457700859,1.0,15.0,Low,0.0
16,High,right,30.0,3.6410897000185045,1.0,16.0,Low,0.0
17,High,right,30.0,-1.6681422040464344,1.0,17.0,Low,0.0
18,High,right,30.0,2.0203082153881664,1.0,18.0,Low,0.0
19,High,left,30.0,3.441281446880544,0.0,19.0,Low,0.0
20,High,left,30.0,-0.3059799711133473,0.0,20.0,Low,0.0
21,High,right,30.0,5.506946954419225,0.0,21.0,Low,0.0
22,High,left,30.0,2.819826252984619,1.0,22.0,Low,0.0
23,High,right,30.0,1.7924313291555685,0.0,23.0,Low,0.0
24,High,left,30.0,0.1608038405615515,1.0,24.0,Low,0.0
25,High,right,30.0,0.4810483102326639,1.0,25.0,Low,0.0
26,High,left,30.0,3.596583880621422,1.0,26.0,Low,0.0
27,High,left,30.0,3.4467422609108036,1.0,27.0,Low,0.0
28,High,right,30.0,1.1359476938671924,1.0,28.0,Low,0.0
29,High,right,30.0,1.436652916678776,1.0,29.0,Low,0.0
30,High,left,30.0,2.7744504424361196,1.0,30.0,Low,0.0
31,High,right,30.0,2.6864975198780994,0.0,31.0,Low,0.0
32,High,left,30.0,2.1894824047177255,0.0,32.0,Low,0.0
33,High,left,30.0,5.103360124711043,0.0,33.0,Low,0.0
34,High,right,30.0,2.6654292161035116,0.0,34.0,Low,0.0
35,High,right,30.0,-1.7005222513959182,0.0,35.0,Low,0.0
36,High,right,30.0,3.5348679436705646,1.0,36.0,Low,0.0
37,High,right,30.0,-0.9781853777065277,1.0,37.0,Low,0.0
38,High,right,30.0,-0.3028858581826803,1.0,38.0,Low,0.0
39,High,left,30.0,6.747340433744075,1.0,39.0,Low,0.0
40,High,right,30.0,1.2417360777709217,1.0,40.0,Low,0.0
41,High,right,30.0,-1.7926672492681166,1.0,41.0,Low,0.0
42,High,left,30.0,-1.3293955603717889,1.0,42.0,Low,0.0
43,High,right,30.0,0.8400080120224771,0.0,43.0,Low,0.0
44,High,right,30.0,4.726233885266872,1.0,44.0,Low,0.0
45,High,right,30.0,2.739396838097183,0.0,45.0,Low,0.0
46,High,left,30.0,-0.7557350659371875,1.0,46.0,Low,0.0
47,High,left,30.0,6.378591194754118,0.0,47.0,Low,0.0
48,High,right,30.0,-0.4324393262660091,1.0,48.0,Low,0.0
49,High,right,30.0,3.4824781158494518,1.0,49.0,Low,0.0
50,Low,left,30.0,3.600257549709182,0.0,0.0,High,1.0
51,Low,left,30.0,3.6032350783497407,0.0,1.0,High,1.0
52,Low,right,30.0,-0.12909335195043248,0.0,2.0,High,1.0
53,Low,right,30.0,-1.2005920817594622,1.0,3.0,High,1.0
54,Low,right,30.0,4.332981441683041,1.0,4.0,High,1.0
55,Low,left,30.0,3.750465072543002,1.0,5.0,High,1.0
56,Low,right,30.0,2.523162670296347,0.0,6.0,High,1.0
57,Low,right,30.0,4.086487282617176,0.0,7.0,High,1.0
58,Low,right,30.0,2.375380523216238,0.0,8.0,High,1.0
59,Low,left,30.0,0.9136818585056208,0.0,9.0,High,1.0
60,Low,right,30.0,4.336533199919966,1.0,10.0,High,1.0
61,Low,right,30.0,2.618302029876972,1.0,11.0,High,1.0
62,Low,right,30.0,-1.1758817659450211,0.0,12.0,High,1.0
63,Low,right,30.0,2.9384371723820313,0.0,13.0,High,1.0
64,Low,right,30.0,-1.2551163577466204,0.0,14.0,High,1.0
65,Low,right,30.0,-0.9334739409790958,0.0,15.0,High,1.0
66,Low,left,30.0,3.011106167442012,0.0,16.0,High,1.0
67,Low,left,30.0,0.24929584387413817,0.0,17.0,High,1.0
68,Low,left,30.0,4.164821386072408,1.0,18.0,High,1.0
69,Low,right,30.0,-1.0159640238392078,0.0,19.0,High,1.0
70,Low,left,30.0,-0.16631786451632058,1.0,20.0,High,1.0
71,Low,left,30.0,-1.2065273414838686,0.0,21.0,High,1.0
72,Low,right,30.0,-0.19781693622887309,1.0,22.0,High,1.0
73,Low,left,30.0,3.1401677122028104,1.0,23.0,High,1.0
74,Low,right,30.0,4.696252995216195,0.0,24.0,High,1.0
75,Low,right,30.0,1.3737735774865123,1.0,25.0,High,1.0
76,Low,right,30.0,4.265081923425041,1.0,26.0,High,1.0
77,Low,right,30.0,3.30577681192044,0.0,27.0,High,1.0
78,Low,left,30.0,-0.6402215578551291,0.0,28.0,High,1.0
79,Low,right,30.0,-0.9799335906983064,1.0,29.0,High,1.0
80,Low,left,30.0,2.0776966894882625,0.0,30.0,High,1.0
81,Low,left,30.0,0.49420600740801546,1.0,31.0,High,1.0
82,Low,left,30.0,1.5322611048799675,1.0,32.0,High,1.0
83,Low,right,30.0,1.608571092022161,0.0,33.0,High,1.0
84,Low,right,30.0,1.5083442466741221,1.0,34.0,High,1.0
85,Low,left,30.0,-2.680808474269459,1.0,35.0,High,1.0
86,Low,right,30.0,1.3020022398305486,1.0,36.0,High,1.0
87,Low,left,30.0,2.587429023088064,1.0,37.0,High,1.0
88,Low,right,30.0,2.1487439894326736,1.0,38.0,High,1.0
89,Low,right,30.0,5.476289501514714,0.0,39.0,High,1.0
90,Low,left,30.0,4.314636149667966,1.0,40.0,High,1.0
91,Low,right,30.0,1.2249938882820692,1.0,41.0,High,1.0
92,Low,right,30.0,1.9321416172376682,0.0,42.0,High,1.0
93,Low,left,30.0,3.0095494518415045,0.0,43.0,High,1.0
94,Low,right,30.0,3.344969253643651,1.0,44.0,High,1.0
95,Low,left,30.0,2.0478046579753255,0.0,45.0,High,1.0
96,Low,right,30.0,-1.2526412066362922,0.0,46.0,High,1.0
97,Low,left,30.0,2.238566099667289,0.0,47.0,High,1.0
98,Low,left,30.0,9.14720980639429,0.0,48.0,High,1.0
99,Low,left,30.0,1.0594336894666534,1.0,49.0,High,1.0
100,High,right,30.0,1.255858917143827,1.0,0.0,High,2.0
101,High,right,30.0,4.646976586733492,1.0,1.0,High,2.0
102,High,left,30.0,4.87010634518739,0.0,2.0,High,2.0
103,High,left,30.0,1.192481374715317,1.0,3.0,High,2.0
104,High,right,30.0,1.641315632257598,1.0,4.0,High,2.0
105,High,right,30.0,4.311339145863569,1.0,5.0,High,2.0
106,High,left,30.0,2.578398295868312,1.0,6.0,High,2.0
107,High,right,30.0,-2.11019665002427,1.0,7.0,High,2.0
108,High,right,30.0,5.136308328143025,0.0,8.0,High,2.0
109,High,left,30.0,1.4145263125666105,0.0,9.0,High,2.0
110,High,right,30.0,4.566595564286576,0.0,10.0,High,2.0
111,High,left,30.0,0.06786294649055336,0.0,11.0,High,2.0
112,High,right,30.0,3.554297428040332,1.0,12.0,High,2.0
113,High,left,30.0,2.417877048736737,0.0,13.0,High,2.0
114,High,right,30.0,4.389185618589776,0.0,14.0,High,2.0
115,High,left,30.0,4.900486426883681,1.0,15.0,High,2.0
116,High,right,30.0,0.5694558549734876,0.0,16.0,High,2.0
117,High,left,30.0,-1.9022627298710697,1.0,17.0,High,2.0
118,High,right,30.0,4.151141246425056,1.0,18.0,High,2.0
119,High,left,30.0,1.0808063657412699,1.0,19.0,High,2.0
120,High,left,30.0,2.6782925326806604,0.0,20.0,High,2.0
121,High,right,30.0,7.0472039727300615,0.0,21.0,High,2.0
122,High,left,30.0,0.6368109155410782,1.0,22.0,High,2.0
123,High,left,30.0,2.4369647075397554,0.0,23.0,High,2.0
124,High,left,30.0,1.416479684307392,0.0,24.0,High,2.0
125,High,right,30.0,1.7838517411589467,0.0,25.0,High,2.0
126,High,right,30.0,2.526617366212948,1.0,26.0,High,2.0
127,High,left,30.0,-0.029034717621654327,0.0,27.0,High,2.0
128,High,left,30.0,6.182805108969453,1.0,28.0,High,2.0
129,High,right,30.0,3.717741973408618,0.0,29.0,High,2.0
130,High,left,30.0,2.58822439286017,0.0,30.0,High,2.0
131,High,right,30.0,5.082965185718763,0.0,31.0,High,2.0
132,High,right,30.0,0.9288109942489,0.0,32.0,High,2.0
133,High,left,30.0,1.4587639360030547,1.0,33.0,High,2.0
134,High,left,30.0,4.754524423504533,0.0,34.0,High,2.0
135,High,left,30.0,3.82599719990708,1.0,35.0,High,2.0
136,High,left,30.0,7.629579469150135,0.0,36.0,High,2.0
137,High,left,30.0,2.859541970731621,0.0,37.0,High,2.0
138,High,left,30.0,0.8400203647578377,0.0,38.0,High,2.0
139,High,left,30.0,1.0569665690264378,0.0,39.0,High,2.0
140,High,left,30.0,0.06769252875466991,0.0,40.0,High,2.0
141,High,left,30.0,2.040284311023127,1.0,41.0,High,2.0
142,High,left,30.0,1.1754182868823377,0.0,42.0,High,2.0
143,High,left,30.0,2.081357781722218,0.0,43.0,High,2.0
144,High,left,30.0,-0.18570066710491817,1.0,44.0,High,2.0
145,High,right,30.0,1.3806843437271645,0.0,45.0,High,2.0
146,High,right,30.0,0.89055783330915,1.0,46.0,High,2.0
147,High,left,30.0,3.1934666843760393,1.0,47.0,High,2.0
148,High,right,30.0,2.9669540023665015,0.0,48.0,High,2.0
149,High,left,30.0,-1.9260675409103756,0.0,49.0,High,2.0
150,Low,left,60.0,5.296636487354725,0.0,0.0,High,3.0
151,Low,left,60.0,-2.336910098353825,0.0,1.0,High,3.0
152,Low,right,60.0,5.8011170286579326,0.0,2.0,High,3.0
153,Low,right,60.0,3.416496877935394,0.0,3.0,High,3.0
154,Low,left,60.0,3.1472256923383677,1.0,4.0,High,3.0
155,Low,left,60.0,1.6706146776949427,0.0,5.0,High,3.0
156,Low,right,60.0,2.5261814082237066,1.0,6.0,High,3.0
157,Low,left,60.0,5.050704271396748,1.0,7.0,High,3.0
158,Low,right,60.0,2.493295567789421,1.0,8.0,High,3.0
159,Low,left,60.0,3.609396878681753,0.0,9.0,High,3.0
160,Low,right,60.0,-0.8729319550074648,1.0,10.0,High,3.0
161,Low,right,60.0,3.7404849397112336,0.0,11.0,High,3.0
162,Low,left,60.0,2.2544353494151395,0.0,12.0,High,3.0
163,Low,right,60.0,1.7654850349363604,1.0,13.0,High,3.0
164,Low,right,60.0,0.7849126796289456,0.0,14.0,High,3.0
165,Low,left,60.0,-0.1838595914019976,0.0,15.0,High,3.0
166,Low,left,60.0,2.4253167127677258,1.0,16.0,High,3.0
167,Low,right,60.0,2.3391909383596694,1.0,17.0,High,3.0
168,Low,right,60.0,1.0542752293043702,0.0,18.0,High,3.0
169,Low,right,60.0,1.9525280503074933,0.0,19.0,High,3.0
170,Low,left,60.0,2.471881298257035,1.0,20.0,High,3.0
171,Low,right,60.0,-0.707713992150548,0.0,21.0,High,3.0
172,Low,left,60.0,2.8509213904762416,0.0,22.0,High,3.0
173,Low,left,60.0,-1.3198562806248315,0.0,23.0,High,3.0
174,Low,left,60.0,4.704638784197726,0.0,24.0,High,3.0
175,Low,right,60.0,0.6399946343327729,0.0,25.0,High,3.0
176,Low,left,60.0,0.4741250586958141,1.0,26.0,High,3.0
177,Low,left,60.0,1.80853464731791,1.0,27.0,High,3.0
178,Low,right,60.0,4.314276462854938,1.0,28.0,High,3.0
179,Low,right,60.0,0.6803844910342458,0.0,29.0,High,3.0
180,Low,left,60.0,0.8258218447091721,1.0,30.0,High,3.0
181,Low,right,60.0,1.3614456807347235,1.0,31.0,High,3.0
182,Low,left,60.0,2.3469195868432657,1.0,32.0,High,3.0
183,Low,left,60.0,2.2454428705257334,1.0,33.0,High,3.0
184,Low,left,60.0,-0.15353623360428892,0.0,34.0,High,3.0
185,Low,left,60.0,0.5299525697233229,1.0,35.0,High,3.0
186,Low,right,60.0,5.753939597634039,0.0,36.0,High,3.0
187,Low,left,60.0,6.76463388195519,1.0,37.0,High,3.0
188,Low,left,60.0,1.1800157542398841,1.0,38.0,High,3.0
189,Low,left,60.0,0.6658271590696867,0.0,39.0,High,3.0
190,Low,right,60.0,0.31580086278845965,1.0,40.0,High,3.0
191,Low,right,60.0,-2.378180037346492,1.0,41.0,High,3.0
192,Low,right,60.0,0.8989193583439095,0.0,42.0,High,3.0
193,Low,left,60.0,4.145828863761205,0.0,43.0,High,3.0
194,Low,left,60.0,3.376443788598391,0.0,44.0,High,3.0
195,Low,right,60.0,0.44383343993945923,1.0,45.0,High,3.0
196,Low,right,60.0,0.15577614527523242,0.0,46.0,High,3.0
197,Low,right,60.0,3.3696982183643165,0.0,47.0,High,3.0
198,Low,right,60.0,0.7298712980357418,1.0,48.0,High,3.0
199,Low,right,60.0,2.236992892671819,0.0,49.0,High,3.0
200,High,right,60.0,-1.1158776242282182,1.0,0.0,Low,4.0
201,High,left,60.0,6.644082906920495,1.0,1.0,Low,4.0
202,High,right,60.0,1.0492427039622434,0.0,2.0,Low,4.0
203,High,left,60.0,-2.0126288157798284,0.0,3.0,Low,4.0
204,High,left,60.0,2.9279516969075328,0.0,4.0,Low,4.0
205,High,left,60.0,2.1137769837080738,1.0,5.0,Low,4.0
206,High,left,60.0,4.409941761005031,1.0,6.0,Low,4.0
