,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,left,30.0,3.3083939150482777,1.0,0.0,High,0.0
1,High,right,30.0,-0.009843514644888529,1.0,1.0,High,0.0
2,High,left,30.0,0.6219210467540004,0.0,2.0,High,0.0
3,High,right,30.0,-1.4313109526110024,0.0,3.0,High,0.0
4,High,right,30.0,5.118690379426132,0.0,4.0,High,0.0
5,High,left,30.0,1.3439685909244683,0.0,5.0,High,0.0
6,High,right,30.0,3.425582146752382,1.0,6.0,High,0.0
7,High,right,30.0,-0.7032632609786547,1.0,7.0,High,0.0
8,High,right,30.0,0.9986493932151748,0.0,8.0,High,0.0
9,High,right,30.0,-1.1434517763727587,1.0,9.0,High,0.0
10,High,left,30.0,4.255407464011767,1.0,10.0,High,0.0
11,High,right,30.0,3.5576803919121,1.0,11.0,High,0.0
12,High,left,30.0,1.115595330061811,0.0,12.0,High,0.0
13,High,right,30.0,2.6266632250837083,1.0,13.0,High,0.0
14,High,right,30.0,1.1486688011491046,1.0,14.0,High,0.0
15,High,right,30.0,1.4007403641725742,1.0,15.0,High,0.0
16,High,right,30.0,3.588257621332558,0.0,16.0,High,0.0
17,High,right,30.0,5.494817023994622,1.0,17.0,High,0.0
18,High,right,30.0,7.102881548546316,1.0,18.0,High,0.0
19,High,left,30.0,4.899465350332023,1.0,19.0,High,0.0
20,High,left,30.0,3.318798218626602,1.0,20.0,High,0.0
21,High,right,30.0,4.943972834977023,1.0,21.0,High,0.0
22,High,left,30.0,4.290987980386214,0.0,22.0,High,0.0
23,High,left,30.0,1.5564766715100466,1.0,23.0,High,0.0
24,High,right,30.0,-1.211816379410414,1.0,24.0,High,0.0
25,High,left,30.0,-0.54292075603782,0.0,25.0,High,0.0
26,High,left,30.0,2.205611420677635,0.0,26.0,High,0.0
27,High,left,30.0,-2.5552246957049856,0.0,27.0,High,0.0
28,High,left,30.0,4.34205880811651,0.0,28.0,High,0.0
29,High,right,30.0,3.8484937304774824,1.0,29.0,High,0.0
30,High,left,30.0,-0.29422096080566806,1.0,30.0,High,0.0
31,High,right,30.0,0.7986044653511857,0.0,31.0,High,0.0
32,High,left,30.0,2.43133103901448,1.0,32.0,High,0.0
33,High,left,30.0,2.667876445509223,0.0,33.0,High,0.0
34,High,right,30.0,0.3469551287846868,1.0,34.0,High,0.0
35,High,right,30.0,5.117980650499948,0.0,35.0,High,0.0
36,High,left,30.0,2.830344162800837,1.0,36.0,High,0.0
37,High,right,30.0,0.6569300288859492,1.0,37.0,High,0.0
38,High,left,30.0,-1.4490332695563195,0.0,38.0,High,0.0
39,High,left,30.0,0.10301956250805278,0.0,39.0,High,0.0
40,High,right,30.0,3.959019552887906,0.0,40.0,High,0.0
41,High,right,30.0,0.5442149699966043,0.0,41.0,High,0.0
42,High,left,30.0,1.4367441724396772,1.0,42.0,High,0.0
43,High,right,30.0,-1.088607663735461,0.0,43.0,High,0.0
44,High,right,30.0,3.959179799911137,1.0,44.0,High,0.0
45,High,left,30.0,3.939812829859409,0.0,45.0,High,0.0
46,High,left,30.0,5.079719705894032,1.0,46.0,High,0.0
47,High,left,30.0,-1.041267724662899,1.0,47.0,High,0.0
48,High,right,30.0,4.896496935005431,1.0,48.0,High,0.0
49,High,right,30.0,2.457660095772,0.0,49.0,High,0.0
50,Low,left,30.0,6.823455465861398,0.0,0.0,High,1.0
51,Low,left,30.0,-2.711708596723999,0.0,1.0,High,1.0
52,Low,right,30.0,2.657626892749389,1.0,2.0,High,1.0
53,Low,right,30.0,1.0231757156453825,1.0,3.0,High,1.0
54,Low,left,30.0,1.9158378317923341,0.0,4.0,High,1.0
55,Low,right,30.0,4.393986688678655,0.0,5.0,High,1.0
56,Low,left,30.0,0.47109948646128763,0.0,6.0,High,1.0
57,Low,right,30.0,0.2731465950936294,0.0,7.0,High,1.0
58,Low,right,30.0,2.569921246711366,0.0,8.0,High,1.0
59,Low,right,30.0,2.5606941295446597,0.0,9.0,High,1.0
60,Low,left,30.0,1.512610241997915,1.0,10.0,High,1.0
61,Low,left,30.0,2.216801029542697,1.0,11.0,High,1.0
62,Low,right,30.0,10.308459569585699,0.0,12.0,High,1.0
63,Low,right,30.0,3.072763524215749,1.0,13.0,High,1.0
64,Low,right,30.0,2.9297438432348892,1.0,14.0,High,1.0
65,Low,left,30.0,2.4496859103608672,0.0,15.0,High,1.0
66,Low,left,30.0,0.8534242626393095,1.0,16.0,High,1.0
67,Low,right,30.0,0.014642061482246893,0.0,17.0,High,1.0
68,Low,right,30.0,1.5549673189815403,1.0,18.0,High,1.0
69,Low,right,30.0,3.334486148399381,1.0,19.0,High,1.0
70,Low,left,30.0,-0.5199921579966711,1.0,20.0,High,1.0
71,Low,right,30.0,-0.5031811035243594,1.0,21.0,High,1.0
72,Low,left,30.0,0.5877176605993419,0.0,22.0,High,1.0
73,Low,left,30.0,3.1663034161963823,0.0,23.0,High,1.0
74,Low,right,30.0,0.7380678571755562,1.0,24.0,High,1.0
75,Low,right,30.0,2.1523986162377855,0.0,25.0,High,1.0
76,Low,right,30.0,2.3863343396602694,0.0,26.0,High,1.0
77,Low,left,30.0,-0.17591964049225606,1.0,27.0,High,1.0
78,Low,left,30.0,2.6932154562166772,0.0,28.0,High,1.0
79,Low,right,30.0,4.143061371320207,1.0,29.0,High,1.0
80,Low,left,30.0,3.2728259698856466,0.0,30.0,High,1.0
81,Low,left,30.0,1.1254007226218194,0.0,31.0,High,1.0
82,Low,right,30.0,2.1719720582063036,0.0,32.0,High,1.0
83,Low,right,30.0,1.9744211555221631,1.0,33.0,High,1.0
84,Low,left,30.0,1.4162146196922198,0.0,34.0,High,1.0
85,Low,right,30.0,3.7150442118388245,1.0,35.0,High,1.0
86,Low,right,30.0,3.8900290509324997,1.0,36.0,High,1.0
87,Low,left,30.0,2.5425070214991896,0.0,37.0,High,1.0
88,Low,right,30.0,0.6985455693914535,1.0,38.0,High,1.0
89,Low,left,30.0,3.692036755432724,1.0,39.0,High,1.0
90,Low,right,30.0,5.813816439290436,1.0,40.0,High,1.0
91,Low,left,30.0,0.26475197330868017,1.0,41.0,High,1.0
92,Low,left,30.0,1.8125507027264212,1.0,42.0,High,1.0
93,Low,right,30.0,5.347191400944161,1.0,43.0,High,1.0
94,Low,right,30.0,2.255721738444521,1.0,44.0,High,1.0
95,Low,right,30.0,-0.15751803253454577,1.0,45.0,High,1.0
96,Low,right,30.0,3.9633911404992794,1.0,46.0,High,1.0
97,Low,right,30.0,3.962925511337744,1.0,47.0,High,1.0
98,Low,right,30.0,1.8315422289360797,0.0,48.0,High,1.0
99,Low,right,30.0,1.2179719819857089,1.0,49.0,High,1.0
100,High,left,60.0,-0.40242494379666693,0.0,0.0,High,2.0
101,High,left,60.0,2.5714531033720385,0.0,1.0,High,2.0
102,High,right,60.0,4.807515527026963,0.0,2.0,High,2.0
103,High,right,60.0,1.024106836691055,1.0,3.0,High,2.0
104,High,right,60.0,2.1928271281450087,0.0,4.0,High,2.0
105,High,right,60.0,-2.408971359216049,1.0,5.0,High,2.0
106,High,right,60.0,2.2949184399343845,1.0,6.0,High,2.0
107,High,left,60.0,0.27820513187169094,1.0,7.0,High,2.0
108,High,left,60.0,7.494841449205573,1.0,8.0,High,2.0
109,High,left,60.0,0.6860399662717329,0.0,9.0,High,2.0
110,High,left,60.0,1.9282442209858421,1.0,10.0,High,2.0
111,High,left,60.0,2.8514757379534297,1.0,11.0,High,2.0
112,High,left,60.0,3.428848643643141,0.0,12.0,High,2.0
113,High,right,60.0,5.807179125361309,0.0,13.0,High,2.0
114,High,left,60.0,1.5594388355789532,1.0,14.0,High,2.0
115,High,left,60.0,2.699205705484413,1.0,15.0,High,2.0
116,High,left,60.0,4.0883553472135565,0.0,16.0,High,2.0
117,High,right,60.0,4.305733236790957,0.0,17.0,High,2.0
118,High,left,60.0,2.093483977480159,1.0,18.0,High,2.0
119,High,right,60.0,1.41558292633932,0.0,19.0,High,2.0
120,High,right,60.0,2.335291592619302,0.0,20.0,High,2.0
121,High,left,60.0,3.2907989312295505,1.0,21.0,High,2.0
122,High,right,60.0,0.8376322426966145,0.0,22.0,High,2.0
123,High,right,60.0,2.190270081058316,1.0,23.0,High,2.0
124,High,right,60.0,4.058144230883149,1.0,24.0,High,2.0
125,High,left,60.0,1.9713129684498691,0.0,25.0,High,2.0
126,High,left,60.0,0.8995133044370736,1.0,26.0,High,2.0
127,High,left,60.0,8.605616160344841,1.0,27.0,High,2.0
128,High,right,60.0,0.4875553791731171,1.0,28.0,High,2.0
129,High,right,60.0,3.809488563664368,1.0,29.0,High,2.0
130,High,right,60.0,6.014331497711916,1.0,30.0,High,2.0
131,High,left,60.0,5.9364647994716435,1.0,31.0,High,2.0
132,High,left,60.0,0.40658680134472136,0.0,32.0,High,2.0
133,High,left,60.0,1.8002832983438088,0.0,33.0,High,2.0
134,High,left,60.0,2.1579818745756176,1.0,34.0,High,2.0
135,High,left,60.0,3.145067569419119,1.0,35.0,High,2.0
136,High,left,60.0,1.3323185958615589,0.0,36.0,High,2.0
137,High,right,60.0,1.9490699297910408,1.0,37.0,High,2.0
138,High,right,60.0,-0.001590992741645536,0.0,38.0,High,2.0
139,High,left,60.0,0.9555271993613171,1.0,39.0,High,2.0
140,High,left,60.0,-1.1007262832467073,0.0,40.0,High,2.0
141,High,right,60.0,2.6174732257862816,1.0,41.0,High,2.0
142,High,right,60.0,0.37720733491718517,0.0,42.0,High,2.0
143,High,right,60.0,0.31222196679136616,1.0,43.0,High,2.0
144,High,left,60.0,1.3877940058200613,0.0,44.0,High,2.0
145,High,left,60.0,4.35494986462524,0.0,45.0,High,2.0
146,High,right,60.0,4.373890786568322,0.0,46.0,High,2.0
147,High,right,60.0,0.1483595964953206,1.0,47.0,High,2.0
