,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,left,30.0,2.3015916554610474,0.0,0.0,Low,0.0
1,High,left,30.0,5.407579297575396,1.0,1.0,Low,0.0
2,High,left,30.0,7.309849298639458,0.0,2.0,Low,0.0
3,High,right,30.0,1.9628372442719897,1.0,3.0,Low,0.0
4,High,left,30.0,2.3481717708606404,1.0,4.0,Low,0.0
5,High,left,30.0,-2.225331968275473,0.0,5.0,Low,0.0
6,High,right,30.0,7.911832597621129,0.0,6.0,Low,0.0
7,High,left,30.0,7.8298297254291045,0.0,7.0,Low,0.0
8,High,left,30.0,0.5515707591592909,0.0,8.0,Low,0.0
9,High,left,30.0,3.7639964798184646,0.0,9.0,Low,0.0
10,High,right,30.0,1.9549763487232577,0.0,10.0,Low,0.0
11,High,right,30.0,1.3965763764368455,0.0,11.0,Low,0.0
12,High,right,30.0,3.311118530747083,0.0,12.0,Low,0.0
13,High,left,30.0,1.5287691210412406,1.0,13.0,Low,0.0
14,High,left,30.0,1.0666549197887116,1.0,14.0,Low,0.0
15,High,right,30.0,-0.6441289030200199,1.0,15.0,Low,0.0
16,High,left,30.0,1.909305898062879,1.0,16.0,Low,0.0
17,High,right,30.0,-0.9637351988845424,1.0,17.0,Low,0.0
18,High,left,30.0,-0.7235430823502398,0.0,18.0,Low,0.0
19,High,left,30.0,-0.02616014621935081,1.0,19.0,Low,0.0
20,High,left,30.0,3.327081966915083,1.0,20.0,Low,0.0
21,High,left,30.0,2.64176564522626,1.0,21.0,Low,0.0
22,High,right,30.0,2.990009409038326,1.0,22.0,Low,0.0
23,High,right,30.0,2.4270622050185633,0.0,23.0,Low,0.0
24,High,right,30.0,0.6450624995131395,0.0,24.0,Low,0.0
25,High,right,30.0,-2.3287952436647164,1.0,25.0,Low,0.0
26,High,left,30.0,2.3778030615881933,0.0,26.0,Low,0.0
27,High,right,30.0,2.858437717280706,0.0,27.0,Low,0.0
28,High,right,30.0,0.6220356485807326,0.0,28.0,Low,0.0
29,High,left,30.0,-0.18217477847937635,0.0,29.0,Low,0.0
30,High,left,30.0,3.61702278927811,1.0,30.0,Low,0.0
31,High,right,30.0,2.8094057254961116,0.0,31.0,Low,0.0
32,High,right,30.0,1.9777306483330699,1.0,32.0,Low,0.0
33,High,left,30.0,1.0883607067337615,1.0,33.0,Low,0.0
34,High,right,30.0,3.437781495519306,0.0,34.0,Low,0.0
35,High,left,30.0,0.9806548861198008,0.0,35.0,Low,0.0
36,High,right,30.0,0.4675708463793926,0.0,36.0,Low,0.0
37,High,right,30.0,1.6368882389399904,0.0,37.0,Low,0.0
38,High,left,30.0,-1.340235066486367,0.0,38.0,Low,0.0
39,High,left,30.0,3.0938779140661894,1.0,39.0,Low,0.0
40,High,left,30.0,1.6832500023548702,0.0,40.0,Low,0.0
41,High,left,30.0,2.1539877568393266,0.0,41.0,Low,0.0
42,High,left,30.0,1.2328855289608507,0.0,42.0,Low,0.0
43,High,right,30.0,1.9814302368702172,1.0,43.0,Low,0.0
44,High,right,30.0,2.4976057376258396,0.0,44.0,Low,0.0
45,High,left,30.0,1.762237801339739,0.0,45.0,Low,0.0
46,High,left,30.0,2.61218828366903,1.0,46.0,Low,0.0
47,High,left,30.0,-0.4481728724206371,0.0,47.0,Low,0.0
48,High,right,30.0,4.061321514149427,0.0,48.0,Low,0.0
49,High,left,30.0,1.025268578504689,1.0,49.0,Low,0.0
50,Low,right,30.0,1.354227155135068,0.0,0.0,High,1.0
51,Low,left,30.0,2.6345016435362676,1.0,1.0,High,1.0
52,Low,right,30.0,0.8509345279488323,0.0,2.0,High,1.0
53,Low,left,30.0,7.548252618325202,0.0,3.0,High,1.0
54,Low,left,30.0,2.670024521457059,1.0,4.0,High,1.0
55,Low,right,30.0,2.4177264307070727,0.0,5.0,High,1.0
56,Low,right,30.0,-0.9552173914971664,1.0,6.0,High,1.0
57,Low,right,30.0,1.0997840899039382,0.0,7.0,High,1.0
58,Low,right,30.0,0.7743774533831116,0.0,8.0,High,1.0
59,Low,right,30.0,6.12093575592055,1.0,9.0,High,1.0
60,Low,left,30.0,2.9527693087593065,0.0,10.0,High,1.0
61,Low,left,30.0,2.8583292686311563,1.0,11.0,High,1.0
62,Low,right,30.0,3.988866203503047,1.0,12.0,High,1.0
63,Low,left,30.0,0.9995108723968916,1.0,13.0,High,1.0
64,Low,left,30.0,2.95301887110869,1.0,14.0,High,1.0
65,Low,left,30.0,0.6988142209530968,0.0,15.0,High,1.0
66,Low,right,30.0,0.9651543165602235,0.0,16.0,High,1.0
67,Low,right,30.0,2.906870535288154,1.0,17.0,High,1.0
68,Low,left,30.0,0.9336774220481603,0.0,18.0,High,1.0
69,Low,left,30.0,2.7010774115103793,0.0,19.0,High,1.0
70,Low,right,30.0,0.16029092119960975,0.0,20.0,High,1.0
71,Low,left,30.0,1.5043635053136635,1.0,21.0,High,1.0
72,Low,right,30.0,1.0868255637800992,0.0,22.0,High,1.0
73,Low,left,30.0,2.138832936912454,1.0,23.0,High,1.0
74,Low,right,30.0,5.046229242852336,1.0,24.0,High,1.0
75,Low,right,30.0,0.592182742904388,0.0,25.0,High,1.0
76,Low,left,30.0,3.3290746024917364,0.0,26.0,High,1.0
77,Low,left,30.0,-0.8100562635224873,1.0,27.0,High,1.0
