,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,left,30.0,1.8803660470299213,0.0,0.0,High,0.0
1,High,left,30.0,1.6682621852924613,1.0,1.0,High,0.0
2,High,left,30.0,-0.31492131776772325,0.0,2.0,High,0.0
3,High,right,30.0,-0.7316276687354675,1.0,3.0,High,0.0
4,High,right,30.0,-2.6851731311602967,1.0,4.0,High,0.0
5,High,left,30.0,5.1128920608994495,1.0,5.0,High,0.0
6,High,left,30.0,2.2145517766955556,0.0,6.0,High,0.0
7,High,right,30.0,5.860532401258762,0.0,7.0,High,0.0
8,High,right,30.0,-0.5480972593873741,0.0,8.0,High,0.0
9,High,left,30.0,-1.5506666905977935,1.0,9.0,High,0.0
10,High,left,30.0,3.239718899672578,1.0,10.0,High,0.0
11,High,left,30.0,-0.3182348587307682,1.0,11.0,High,0.0
12,High,left,30.0,-0.23914607872341254,1.0,12.0,High,0.0
13,High,right,30.0,2.357649642624689,1.0,13.0,High,0.0
14,High,right,30.0,1.0628919894940771,0.0,14.0,High,0.0
15,High,left,30.0,1.6702355919736536,1.0,15.0,High,0.0
16,High,left,30.0,1.3317794315237013,0.0,16.0,High,0.0
17,High,left,30.0,4.8808440715919925,1.0,17.0,High,0.0
18,High,left,30.0,0.7922747835298791,0.0,18.0,High,0.0
19,High,left,30.0,1.4353211537783586,0.0,19.0,High,0.0
20,High,right,30.0,6.820961568767373,0.0,20.0,High,0.0
21,High,left,30.0,5.386755955226485,0.0,21.0,High,0.0
22,High,right,30.0,4.613727152160042,1.0,22.0,High,0.0
23,High,right,30.0,2.971908789589843,1.0,23.0,High,0.0
24,High,right,30.0,6.686495940216716,0.0,24.0,High,0.0
25,High,left,30.0,1.3689726443188812,0.0,25.0,High,0.0
26,High,right,30.0,2.2480218469291593,1.0,26.0,High,0.0
27,High,left,30.0,0.22802531524491654,0.0,27.0,High,0.0
28,High,left,30.0,1.2040253088704995,0.0,28.0,High,0.0
29,High,left,30.0,2.44528588409739,0.0,29.0,High,0.0
30,High,right,30.0,5.1617365219897815,1.0,30.0,High,0.0
31,High,left,30.0,4.089676900349422,1.0,31.0,High,0.0
32,High,right,30.0,2.186900241670295,1.0,32.0,High,0.0
33,High,right,30.0,-1.3551673748645912,0.0,33.0,High,0.0
34,High,right,30.0,-0.9319141392181016,1.0,34.0,High,0.0
35,High,right,30.0,-1.3639357473109288,0.0,35.0,High,0.0
36,High,right,30.0,3.9328274588832475,1.0,36.0,High,0.0
37,High,right,30.0,2.9970609240596007,0.0,37.0,High,0.0
38,High,right,30.0,0.4542940645101956,1.0,38.0,High,0.0
39,High,right,30.0,2.442712474012961,0.0,39.0,High,0.0
40,High,right,30.0,3.4855565485173328,0.0,40.0,High,0.0
41,High,right,30.0,0.3675439940342524,1.0,41.0,High,0.0
42,High,left,30.0,-2.5902909974320045,1.0,42.0,High,0.0
43,High,right,30.0,1.7840681060572197,0.0,43.0,High,0.0
