,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,left,30.0,3.9483542224640145,0.0,0.0,Low,0.0
1,High,right,30.0,-0.9732344250374625,1.0,1.0,Low,0.0
2,High,right,30.0,-1.5160718252872805,0.0,2.0,Low,0.0
3,High,left,30.0,2.6752339396622427,1.0,3.0,Low,0.0
4,High,right,30.0,0.734684978319126,0.0,4.0,Low,0.0
5,High,left,30.0,0.039495608927250014,1.0,5.0,Low,0.0
6,High,left,30.0,4.096565034702994,0.0,6.0,Low,0.0
7,High,right,30.0,5.448876570505213,0.0,7.0,Low,0.0
8,High,left,30.0,2.2750843366815974,1.0,8.0,Low,0.0
9,High,left,30.0,2.3890166447173993,1.0,9.0,Low,0.0
10,High,right,30.0,5.294905253236913,0.0,10.0,Low,0.0
11,High,left,30.0,3.142163991084796,1.0,11.0,Low,0.0
12,High,left,30.0,2.385774009745581,0.0,12.0,Low,0.0
13,High,left,30.0,-0.8700105503441429,1.0,13.0,Low,0.0
14,High,left,30.0,3.555873410983834,0.0,14.0,Low,0.0
15,High,left,30.0,2.0684099125009094,0.0,15.0,Low,0.0
16,High,left,30.0,2.2802549847595475,1.0,16.0,Low,0.0
17,High,left,30.0,2.318598445509375,0.0,17.0,Low,0.0
18,High,left,30.0,3.8014977444792155,0.0,18.0,Low,0.0
19,High,right,30.0,0.17191583325174253,1.0,19.0,Low,0.0
20,High,right,30.0,0.8668334049539916,0.0,20.0,Low,0.0
21,High,right,30.0,2.6088525490704755,0.0,21.0,Low,0.0
22,High,left,30.0,5.444824611518554,0.0,22.0,Low,0.0
23,High,left,30.0,0.7535168822501599,1.0,23.0,Low,0.0
24,High,right,30.0,4.564374067483533,0.0,24.0,Low,0.0
25,High,right,30.0,-2.063834731599591,1.0,25.0,Low,0.0
26,High,right,30.0,-0.14894318000600215,1.0,26.0,Low,0.0
27,High,left,30.0,2.8539841816015845,0.0,27.0,Low,0.0
28,High,right,30.0,2.890881837161891,1.0,28.0,Low,0.0
29,High,left,30.0,1.9607802189116517,1.0,29.0,Low,0.0
30,High,right,30.0,-0.3832255419810615,1.0,30.0,Low,0.0
31,High,left,30.0,4.494403096751806,0.0,31.0,Low,0.0
32,High,left,30.0,1.9423346794459637,0.0,32.0,Low,0.0
33,High,left,30.0,4.165300550212907,0.0,33.0,Low,0.0
34,High,right,30.0,0.554074985136387,1.0,34.0,Low,0.0
35,High,right,30.0,2.4361150776045157,1.0,35.0,Low,0.0
