,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,right,30.0,4.02827369424349,0.0,0.0,High,0.0
1,High,right,30.0,4.281709521553166,1.0,1.0,High,0.0
2,High,right,30.0,0.15843831396143582,1.0,2.0,High,0.0
3,High,left,30.0,1.1710934172183731,1.0,3.0,High,0.0
4,High,left,30.0,2.1859827333904125,1.0,4.0,High,0.0
5,High,right,30.0,6.655839942959466,0.0,5.0,High,0.0
6,High,left,30.0,1.5466982059969265,1.0,6.0,High,0.0
7,High,left,30.0,0.8527248950692972,1.0,7.0,High,0.0
8,High,right,30.0,0.4830603122787964,0.0,8.0,High,0.0
9,High,right,30.0,3.9639422401578694,0.0,9.0,High,0.0
10,High,right,30.0,1.51741886715762,0.0,10.0,High,0.0
11,High,right,30.0,2.585303400640667,1.0,11.0,High,0.0
12,High,right,30.0,-1.3455072608227683,1.0,12.0,High,0.0
13,High,left,30.0,1.2869962091860385,1.0,13.0,High,0.0
14,High,right,30.0,4.5765262780774005,0.0,14.0,High,0.0
15,High,right,30.0,2.51314423069922,1.0,15.0,High,0.0
16,High,left,30.0,2.5405225608283266,1.0,16.0,High,0.0
17,High,right,30.0,1.2513288847041117,0.0,17.0,High,0.0
18,High,right,30.0,-0.31173720353670875,1.0,18.0,High,0.0
19,High,right,30.0,5.074206614692308,1.0,19.0,High,0.0
20,High,left,30.0,1.536693729495124,0.0,20.0,High,0.0
21,High,right,30.0,3.2742454129119847,0.0,21.0,High,0.0
22,High,right,30.0,-2.1022312267535774,0.0,22.0,High,0.0
23,High,right,30.0,2.166583795631144,0.0,23.0,High,0.0
24,High,left,30.0,3.6198976829859175,0.0,24.0,High,0.0
25,High,left,30.0,1.0652991727548993,1.0,25.0,High,0.0
26,High,right,30.0,1.0276386312478751,1.0,26.0,High,0.0
27,High,left,30.0,1.2516271835290196,0.0,27.0,High,0.0
28,High,left,30.0,3.734697163205717,1.0,28.0,High,0.0
29,High,right,30.0,4.551096896071502,0.0,29.0,High,0.0
30,High,left,30.0,0.6433198447691919,1.0,30.0,High,0.0
31,High,left,30.0,1.8494062903912827,0.0,31.0,High,0.0
32,High,right,30.0,-0.14335363360846953,1.0,32.0,High,0.0
33,High,left,30.0,2.7452837725237753,1.0,33.0,High,0.0
34,High,left,30.0,6.608125211324296,1.0,34.0,High,0.0
35,High,left,30.0,-0.7903080213762597,0.0,35.0,High,0.0
36,High,right,30.0,0.9862946733524837,1.0,36.0,High,0.0
37,High,left,30.0,2.665795519922719,1.0,37.0,High,0.0
38,High,left,30.0,-0.39154245692357215,0.0,38.0,High,0.0
39,High,left,30.0,1.7558601628281563,1.0,39.0,High,0.0
40,High,left,30.0,-1.166562381897419,1.0,40.0,High,0.0
41,High,right,30.0,-3.3858950772688106,0.0,41.0,High,0.0
42,High,right,30.0,2.770520656406526,0.0,42.0,High,0.0
43,High,left,30.0,1.810627997799994,0.0,43.0,High,0.0
44,High,right,30.0,1.5530630871640505,1.0,44.0,High,0.0
45,High,left,30.0,2.892147927255376,0.0,45.0,High,0.0
46,High,right,30.0,-0.07838594373801011,0.0,46.0,High,0.0
47,High,right,30.0,2.2311606083152222,1.0,47.0,High,0.0
48,High,left,30.0,4.2992218520449725,0.0,48.0,High,0.0
49,High,right,30.0,0.5125094903795511,1.0,49.0,High,0.0
50,Low,left,30.0,1.4444574926444012,1.0,0.0,Low,1.0
51,Low,left,30.0,1.055572725554593,0.0,1.0,Low,1.0
52,Low,right,30.0,2.1339551142875823,0.0,2.0,Low,1.0
53,Low,right,30.0,3.843450243392619,0.0,3.0,Low,1.0
54,Low,left,30.0,0.15677504029476097,1.0,4.0,Low,1.0
55,Low,right,30.0,0.4654498808665206,1.0,5.0,Low,1.0
56,Low,right,30.0,0.8362766901807506,0.0,6.0,Low,1.0
57,Low,right,30.0,-0.08713124664980865,0.0,7.0,Low,1.0
58,Low,right,30.0,0.7090031318549952,1.0,8.0,Low,1.0
59,Low,right,30.0,2.264557578192332,0.0,9.0,Low,1.0
60,Low,right,30.0,1.349290450899698,1.0,10.0,Low,1.0
61,Low,right,30.0,-1.3356547180358584,0.0,11.0,Low,1.0
62,Low,right,30.0,-1.2594951946983042,0.0,12.0,Low,1.0
63,Low,right,30.0,2.352484692365694,0.0,13.0,Low,1.0
64,Low,left,30.0,4.393430453941946,0.0,14.0,Low,1.0
65,Low,right,30.0,5.298161196250589,1.0,15.0,Low,1.0
66,Low,left,30.0,0.8177804537196862,1.0,16.0,Low,1.0
67,Low,left,30.0,3.9898955374498257,0.0,17.0,Low,1.0
68,Low,left,30.0,0.4450169486807716,1.0,18.0,Low,1.0
69,Low,left,30.0,3.8291058840987704,1.0,19.0,Low,1.0
70,Low,left,30.0,0.6212037276494671,0.0,20.0,Low,1.0
71,Low,right,30.0,0.2414070595858393,0.0,21.0,Low,1.0
