,Arousal,KeyPressed,LearningTime,RT,Response,TrialNumber,Valence,nBlock
0,High,right,30.0,0.2823436967187811,0.0,0.0,Low,0.0
1,High,right,30.0,-1.9172598211488228,0.0,1.0,Low,0.0
2,High,left,30.0,5.1364083148949105,1.0,2.0,Low,0.0
3,High,left,30.0,0.8605963490220365,0.0,3.0,Low,0.0
4,High,left,30.0,4.383111842360248,1.0,4.0,Low,0.0
5,High,right,30.0,0.28798359663963846,1.0,5.0,Low,0.0
6,High,right,30.0,4.157579434568046,1.0,6.0,Low,0.0
7,High,right,30.0,1.9482046554997967,1.0,7.0,Low,0.0
8,High,left,30.0,-0.6111748968108353,1.0,8.0,Low,0.0
9,High,left,30.0,1.527918818033477,0.0,9.0,Low,0.0
10,High,left,30.0,1.4446730809023391,0.0,10.0,Low,0.0
11,High,right,30.0,3.5224646534521495,1.0,11.0,Low,0.0
12,High,right,30.0,0.15389155062860516,1.0,12.0,Low,0.0
13,High,right,30.0,-0.913583699171379,0.0,13.0,Low,0.0
14,High,left,30.0,2.414961043759447,1.0,14.0,Low,0.0
15,High,left,30.0,0.877216025646109,1.0,15.0,Low,0.0
16,High,left,30.0,2.742911802604898,1.0,16.0,Low,0.0
17,High,right,30.0,1.035261481947788,0.0,17.0,Low,0.0
18,High,right,30.0,0.5079214431340695,0.0,18.0,Low,0.0
19,High,right,30.0,3.2274570524547315,1.0,19.0,Low,0.0
20,High,left,30.0,1.0160100232230254,0.0,20.0,Low,0.0
21,High,right,30.0,0.36104249753700257,0.0,21.0,Low,0.0
22,High,left,30.0,-3.029791083049123,1.0,22.0,Low,0.0
23,High,right,30.0,0.4978428273620408,1.0,23.0,Low,0.0
24,High,right,30.0,3.643910225540256,1.0,24.0,Low,0.0
25,High,left,30.0,3.9390980231772073,0.0,25.0,Low,0.0
26,High,right,30.0,3.518917801894508,1.0,26.0,Low,0.0
27,High,left,30.0,2.2606075014917653,1.0,27.0,Low,0.0
28,High,right,30.0,2.670641458319068,1.0,28.0,Low,0.0
29,High,right,30.0,3.3866928189383203,0.0,29.0,Low,0.0
30,High,left,30.0,0.24221912699336157,1.0,30.0,Low,0.0
31,High,left,30.0,2.252128443829826,0.0,31.0,Low,0.0
32,High,left,30.0,2.062483777824845,1.0,32.0,Low,0.0
33,High,right,30.0,3.73208194762955,1.0,33.0,Low,0.0
34,High,right,30.0,-0.30907410898400256,0.0,34.0,Low,0.0
35,High,left,30.0,0.34513911799889674,1.0,35.0,Low,0.0
36,High,left,30.0,2.4446441230929374,1.0,36.0,Low,0.0
37,High,left,30.0,2.023979265973562,0.0,37.0,Low,0.0
38,High,left,30.0,-2.5745733513473965,0.0,38.0,Low,0.0
39,High,left,30.0,-0.3859531646861709,1.0,39.0,Low,0.0
40,High,left,30.0,1.0043957846067788,1.0,40.0,Low,0.0
41,High,left,30.0,-1.1163550349039673,0.0,41.0,Low,0.0
42,High,left,30.0,4.101656369589291,0.0,42.0,Low,0.0
43,High,left,30.0,3.477971051624965,1.0,43.0,Low,0.0
44,High,right,30.0,0.8968703406314873,1.0,44.0,Low,0.0
45,High,right,30.0,-0.8763273938612843,1.0,45.0,Low,0.0
46,High,right,30.0,5.160416369460215,0.0,46.0,Low,0.0
47,High,left,30.0,3.0854182973069664,1.0,47.0,Low,0.0
48,High,right,30.0,0.8077034624808055,0.0,48.0,Low,0.0
49,High,left,30.0,1.777413085672983,0.0,49.0,Low,0.0
50,Low,right,30.0,-0.566658730713959,1.0,0.0,High,1.0
51,Low,right,30.0,2.3516399214078123,1.0,1.0,High,1.0
52,Low,right,30.0,-0.7253353536870164,1.0,2.0,High,1.0
53,Low,right,30.0,2.8917053683117855,1.0,3.0,High,1.0
